inventory_item_id,inventory_date,location_id,inventory_section,category,row_type,quantity,unit_original,unit_normalized,normalization_status,normalization_reason,normalization_confidence,item_text_id,source_translation_full,condition_normalized,condition_original,reading_status,evidence_status,review_status,source_document_id,source_paragraph_index,image_verified,notes
INV-0202,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,0.5,,lb,,,,"tong berisi paku, berat kotor 331 lb","½ tong berisi paku, berat kotor 331 lb;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1065,not_checked,
INV-0203,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,16,,stux,,,,baji besi,16 baji besi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1066,not_checked,
INV-0204,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,2,,stux,,,,pelat voorset,2 pelat voorset;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1067,not_checked,
INV-0205,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,9,,stux,,,,vaertboren,9 vaertboren;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1068,not_checked,
INV-0206,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,0.3333333333333333,,vat_or_tong,,,,"tong [barang] yang baik, pembacaannya belum lengkap","⅓ tong [barang] yang baik, pembacaannya belum lengkap;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1069,not_checked,
INV-0207,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,15,,stux,,,,eijlen,15 eijlen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1070,not_checked,
INV-0208,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,100,,vat_or_tong,,,,"tong kecil berisi tulang kering, schenckels","100 tong kecil berisi tulang kering, schenckels.",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1071,not_checked,
INV-0209,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,3,,stux,,,,gergaji tarik besar,3 gergaji tarik besar;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1082,not_checked,
INV-0210,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,1,,stux,,,,"gergaji [krenen?], pembacaannya belum pasti","1 gergaji [krenen?], pembacaannya belum pasti;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1083,not_checked,
INV-0211,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,11,,stux,,,,kapak,11 kapak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1084,not_checked,
INV-0212,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,6,,stux,,,,palu besar,6 palu besar;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1085,not_checked,
INV-0213,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,4,,stux,,,,klem besi,4 klem besi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1086,not_checked,
INV-0214,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,8,,stux,,,,baji,8 baji;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1087,not_checked,
INV-0215,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,2,,stux,,,,kratsen,2 kratsen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1088,not_checked,
INV-0216,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,1,,stux,,,,keilhan,1 keilhan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1089,not_checked,
INV-0217,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,3,,stux,,,,palu tangan,3 palu tangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1090,not_checked,
INV-0218,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,3,,stux,,,,verpijckerzamers,3 verpijckerzamers;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1091,not_checked,
INV-0219,1682-01-04,L-SALIDO,Bij de coolbrander,charcoal_burner_tools,inventory_item,1,,stux,,,,palu pemisah,1 palu pemisah.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1092,not_checked,
INV-0220,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,4,,stux,,,,landasan,4 landasan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1096,not_checked,
INV-0221,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,7,,stux,,,,"alat pengembus, empat di antaranya tidak layak digunakan","7 alat pengembus, empat di antaranya tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1097,not_checked,
INV-0222,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,2,,stux,,,,kait berbentuk tombak,2 kait berbentuk tombak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1098,not_checked,
INV-0223,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,4,,stux,,,,"palu besar, voorhamers","4 palu besar, voorhamers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1099,not_checked,
INV-0224,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,4,,stux,,,,palu tangan,4 palu tangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1100,not_checked,
INV-0225,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,1,,stux,,,,ragum meja,1 ragum meja;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1101,not_checked,
INV-0226,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,8,,stux,,,,"tang tempa, kecil dan besar","8 tang tempa, kecil dan besar;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1102,not_checked,
INV-0227,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,1,,stux,,,,gantschroeff,1 gantschroeff;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1103,not_checked,
INV-0228,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,1,,stux,,,,[perkakas besi] yang tidak layak digunakan,1 [perkakas besi] yang tidak layak digunakan;,unserviceable,,unresolved,,,DOC-INVENTORY-1682-01-04,1104,not_checked,
INV-0229,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,8,,stux,,,,"kikir, sebagian besar tidak layak digunakan","8 kikir, sebagian besar tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1105,not_checked,
INV-0230,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,4,,stux,,,,doghijsers,4 doghijsers;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1106,not_checked,
INV-0231,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,300,,stux,,,,"berghijsers, baik yang lama maupun yang baru","300 berghijsers, baik yang lama maupun yang baru;",new|old,,translated_docx,,,DOC-INVENTORY-1682-01-04,1107,not_checked,
INV-0232,1682-01-04,L-SMITSWINCKEL,In de smitswinckel,smithy_tools,inventory_item,60,,stux,,,,"bor tambang, kemungkinan terbaca berghborers","60 bor tambang, kemungkinan terbaca berghborers.",,,unresolved,,,DOC-INVENTORY-1682-01-04,1108,not_checked,
INV-0233,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,4,,stux,,,,"ekor kuda, satu di antaranya tidak layak digunakan","4 ekor kuda, satu di antaranya tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1113,not_checked,
INV-0234,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,5,,stux,,,,"pelana tunggang, satu di antaranya tidak layak digunakan","5 pelana tunggang, satu di antaranya tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1114,not_checked,
INV-0235,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,2,,pair,,,,"pasang pistol kuda, satu pasangan berada di bawah penguasaan Tuan Hoffman","2 pasang pistol kuda, satu pasangan berada di bawah penguasaan Tuan Hoffman;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1115,not_checked,
INV-0236,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,4,,stux,,,,comen,4 comen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1116,not_checked,
INV-0237,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,3,,stux,,,,sarung pistol kuda,3 sarung pistol kuda;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1117,not_checked,
INV-0238,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,3,,stux,,,,"karabin, satu di antaranya tidak layak digunakan","3 karabin, satu di antaranya tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1118,not_checked,
INV-0239,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,4,,stux,,,,kuda penarik kereta,4 kuda penarik kereta;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1119,not_checked,
INV-0240,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,2,,stux,,,,kereta angkut,2 kereta angkut;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1120,not_checked,
INV-0241,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,1,,stux,,,,"badan kereta penumpang, tidak layak digunakan","1 badan kereta penumpang, tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1121,not_checked,
INV-0242,1682-01-04,L-PAERDESTALL,In de paerdestall,stable_and_transport,inventory_item,4,,stux,,,,coomen,4 coomen.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1122,not_checked,
INV-0243,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,1,,stux,,,,kapak,1 kapak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1127,not_checked,
INV-0244,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,2,,stux,,,,"gurdi, avegaers","2 gurdi, avegaers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1128,not_checked,
INV-0245,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,2,,stux,,,,"pahat lengkung, gutsen","2 pahat lengkung, gutsen;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1129,not_checked,
INV-0246,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,5,,stux,,,,"pisau pembentuk, swijmessen","5 pisau pembentuk, swijmessen;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1130,not_checked,
INV-0247,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,1,,stux,,,,gergaji tangan,1 gergaji tangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1131,not_checked,
INV-0248,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,2,,stux,,,,"batu asah, satu di antaranya tidak layak digunakan","2 batu asah, satu di antaranya tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1132,not_checked,
INV-0249,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,1,,stux,,,,"beliung kayu atau kapak penarah, dissel","1 beliung kayu atau kapak penarah, dissel;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1133,not_checked,
INV-0250,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,1,,stux,,,,"cangkul atau beliung, houwel","1 cangkul atau beliung, houwel;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1134,not_checked,
INV-0251,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,1,,stux,,,,proos,1 proos;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1135,not_checked,
INV-0252,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,1,,stux,,,,"meja kerja pembentuk, swijbanck","1 meja kerja pembentuk, swijbanck;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1136,not_checked,
INV-0253,1682-01-04,L-SALIDO,Wagenmakers- en cuijsiersgereetschap,wagonmaker_tools,inventory_item,1,,stux,,,,gantschaeff,1 gantschaeff.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1137,not_checked,
INV-0254,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,3,,stux,,,,piring saji porselen besar,3 piring saji porselen besar;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1140,not_checked,
INV-0255,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,3,,stux,,,,piring porselen berukuran sedang,3 piring porselen berukuran sedang;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1141,not_checked,
INV-0256,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,14,,stux,,,,piring porselen lain yang lebih kecil,14 piring porselen lain yang lebih kecil;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1142,not_checked,
INV-0257,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,33,,stux,,,,piring Jepang,33 piring Jepang;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1143,not_checked,
INV-0258,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,6,,stux,,,,piring Tiongkok,6 piring Tiongkok;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1144,not_checked,
INV-0259,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,2,,stux,,,,wadah air dari porselen,2 wadah air dari porselen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1145,not_checked,
INV-0260,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,[wadah] minyak,1 [wadah] minyak;,,,unresolved,,,DOC-INVENTORY-1682-01-04,1146,not_checked,
INV-0261,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,kendi atau wadah kecil untuk cuka,1 kendi atau wadah kecil untuk cuka;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1147,not_checked,
INV-0262,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,wadah kecil untuk moster dengan hiasan atau lapisan perak,1 wadah kecil untuk moster dengan hiasan atau lapisan perak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1148,not_checked,
INV-0263,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,sendok kecil dari perak,1 sendok kecil dari perak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1149,not_checked,
INV-0264,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,3,,stux,,,,wadah kecil Jepang beserta penutupnya,3 wadah kecil Jepang beserta penutupnya;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1150,not_checked,
INV-0265,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,2,,stux,,,,"ketel teh dari tembaga, satu di antaranya sama sekali tidak layak digunakan","2 ketel teh dari tembaga, satu di antaranya sama sekali tidak layak digunakan;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,1151,not_checked,
INV-0266,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,2,,stux,,,,"peludahan, quispidoors","2 peludahan, quispidoors;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1152,not_checked,
INV-0267,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,2,,stux,,,,"wajan tembaga, satu besar dan satu kecil","2 wajan tembaga, satu besar dan satu kecil;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1153,not_checked,
INV-0268,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,tempat lampu kecil dari tembaga,1 tempat lampu kecil dari tembaga;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1154,not_checked,
INV-0269,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,6,,stux,,,,kursi,6 kursi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1155,not_checked,
INV-0270,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,pancuran atau wadah air dari pelat timah di kebun,1 pancuran atau wadah air dari pelat timah di kebun;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1156,not_checked,
INV-0271,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,gunting berbentuk sengkang untuk mencukur domba,1 gunting berbentuk sengkang untuk mencukur domba;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1157,not_checked,
INV-0272,1682-01-04,L-OPPERHOOFTSWONING,Huijsmeubelen onder handen van Sr Hoffman,household_goods,inventory_item,1,,stux,,,,kompas dari gading,1 kompas dari gading.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1158,not_checked,
INV-0273,1682-01-04,L-OPPERHOOFTSWONING,In de combuijs,kitchen,inventory_item,1,,stux,,,,alat pemanggang dari besi beserta perangkatnya,1 alat pemanggang dari besi beserta perangkatnya;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1162,not_checked,
INV-0274,1682-01-04,L-OPPERHOOFTSWONING,In de combuijs,kitchen,inventory_item,2,,stux,,,,ketel tembaga biasa,2 ketel tembaga biasa.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1163,not_checked,
INV-0275,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,stux,,,,neraca besi dengan dua piringan kayu,1 neraca besi dengan dua piringan kayu;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1167,not_checked,
INV-0276,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,container_or_parent,10,,lb,,,,"buah anak timbangan logam, dengan berat keseluruhan 173 lb, yaitu","10 buah anak timbangan logam, dengan berat keseluruhan 173 lb, yaitu:",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1168,not_checked,
INV-0277,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,2,,lb,,,,buah masing-masing 50 lb = 100 lb,2 buah masing-masing 50 lb = 100 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1169,not_checked,
INV-0278,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 25 lb = 25 lb,1 buah 25 lb = 25 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1170,not_checked,
INV-0279,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 12 lb = 12 lb,1 buah 12 lb = 12 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1171,not_checked,
INV-0280,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 10 lb = 10 lb,1 buah 10 lb = 10 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1172,not_checked,
INV-0281,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 8 lb = 8 lb,1 buah 8 lb = 8 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1173,not_checked,
INV-0282,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 6 lb = 6 lb,1 buah 6 lb = 6 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1174,not_checked,
INV-0283,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 5 lb = 5 lb,1 buah 5 lb = 5 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1175,not_checked,
INV-0284,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 4 lb = 4 lb,1 buah 4 lb = 4 lb;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1176,not_checked,
INV-0285,1682-01-04,L-PACKHUIJS,Weeghmaterialen,weighing_materials,inventory_item,1,,lb,,,,buah 3 lb = 3 lb,1 buah 3 lb = 3 lb.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1177,not_checked,
INV-0286,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,2,,stux,,,,"mortar tembaga, dengan sebuah penumbuk besi","2 mortar tembaga, dengan sebuah penumbuk besi;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1187,not_checked,
INV-0287,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,"trepan beserta perlengkapannya, terdiri atas 13 bagian","1 trepan beserta perlengkapannya, terdiri atas 13 bagian;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1188,not_checked,
INV-0288,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,"sekrup peluru, kogelschroef","1 sekrup peluru, kogelschroef;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1189,not_checked,
INV-0289,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,gergaji,1 gergaji;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1190,not_checked,
INV-0290,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,"pisau melengkung, kemungkinan krommes","1 pisau melengkung, kemungkinan krommes;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1191,not_checked,
INV-0291,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,"[alat] bermata dua, teksnya belum pasti","1 [alat] bermata dua, teksnya belum pasti;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1192,not_checked,
INV-0292,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,5,,stux,,,,"besi pembakar atau kauter, brandijsers","5 besi pembakar atau kauter, brandijsers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1193,not_checked,
INV-0293,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,"sekrup bulat, rondschroef","1 sekrup bulat, rondschroef;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1194,not_checked,
INV-0294,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,"tang mulut, mondtang","1 tang mulut, mondtang;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1195,not_checked,
INV-0295,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,2,,vat_or_tong,,,,pahat potong,2 pahat potong;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1196,not_checked,
INV-0296,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,linggis kecil,1 linggis kecil;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1197,not_checked,
INV-0297,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,3,,stux,,,,"tang gigi, tantlangen","3 tang gigi, tantlangen;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1198,not_checked,
INV-0298,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,ketel dekoksi,1 ketel dekoksi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1199,not_checked,
INV-0299,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,piring atau mangkuk kecil tanpa anak timbangan,1 piring atau mangkuk kecil tanpa anak timbangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1200,not_checked,
INV-0300,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,"alat suntik besar, kemungkinan spiering/siering","1 alat suntik besar, kemungkinan spiering/siering;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1201,not_checked,
INV-0301,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,alat suntik kecil,1 alat suntik kecil;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1202,not_checked,
INV-0302,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,3,,stux,,,,cawan minum dari timah,3 cawan minum dari timah;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1203,not_checked,
INV-0303,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,baskom cukur dari timah,1 baskom cukur dari timah;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1204,not_checked,
INV-0304,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,wajan tembaga kecil,1 wajan tembaga kecil;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1205,not_checked,
INV-0305,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,1,,stux,,,,pisau cukur,1 pisau cukur;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1206,not_checked,
INV-0306,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,3,,stux,,,,lanset,3 lanset;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1207,not_checked,
INV-0307,1682-01-04,L-BOVEN-PAGGER,Meesterswinckel boven in de mijn,medical_equipment,inventory_item,20,,stux,,,,wadah salep berbagai ukuran,20 wadah salep berbagai ukuran;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1208,not_checked,
