source_passage_id,docx_file,source_document_id,paragraph_index,style,text,review_status,image_verified
SP-00380,enklave-salido.docx,,380,Normal,4 m:r 7 l:t [angka g:r tidak terbaca],researcher_docx,not_checked
SP-00381,enklave-salido.docx,,381,Normal,Nilainya dalam uang terbaca:,researcher_docx,not_checked
SP-00382,enklave-salido.docx,,382,Normal,ƒ159:1:[angka akhir tidak terbaca],researcher_docx,not_checked
SP-00383,enklave-salido.docx,,383,Normal,Hal tersebut ditunjukkan oleh laporan-laporan assay Nomor 3 dan 4.,researcher_docx,not_checked
SP-00384,enklave-salido.docx,,384,Normal,"Pada Senin, 23 Februari, yaitu permulaan minggu keempat, pekerjaan penyanggaan atau pertukangan kayu pada Suijderschacht mulai dilakukan.",researcher_docx,not_checked
SP-00385,enklave-salido.docx,,385,Normal,"Pada kesempatan itu dilaporkan bahwa dari dalam Princestolle, di luar Ort, suara pengeboran dari Oude Mijne dapat terdengar menuju Maleijtsen Ort.",researcher_docx,not_checked
SP-00386,enklave-salido.docx,,386,Normal,"Oleh karena itu, Johan Pleijtner memeriksa stolle tersebut. Menurut laporannya, keadaan itu memang ditemukan demikian.",researcher_docx,not_checked
SP-00387,enklave-salido.docx,,387,Normal,Dari hal tersebut diperkirakan bahwa jarak yang masih harus ditembus tidak lebih dari:,researcher_docx,not_checked
SP-00388,enklave-salido.docx,,388,Normal,6 lachter,researcher_docx,not_checked
SP-00389,enklave-salido.docx,,389,Normal,Hal itu juga ditemukan sesuai setelah diperiksa pada berghcaerte dengan menggunakan passer.,researcher_docx,not_checked
SP-00390,enklave-salido.docx,,390,Normal,Pekerjaan minggu tersebut,researcher_docx,not_checked
SP-00391,enklave-salido.docx,,391,Normal,Pada minggu tersebut dilakukan:,researcher_docx,not_checked
SP-00392,enklave-salido.docx,,392,Normal,di Oude Mijne: 162 schoten;,researcher_docx,not_checked
SP-00393,enklave-salido.docx,,393,Normal,di H:L:W: daggang: 19 schoten;,researcher_docx,not_checked
SP-00394,enklave-salido.docx,,394,Normal,di Princestolle: 17 schoten.,researcher_docx,not_checked
SP-00395,enklave-salido.docx,,395,Normal,Bijih tanggal 23 sampai 28 Februari,researcher_docx,not_checked
SP-00396,enklave-salido.docx,,396,Normal,Dari Oude Mijne telah diserahkan:,researcher_docx,not_checked
SP-00397,enklave-salido.docx,,397,Normal,jenis pertama: 58 lb;,researcher_docx,not_checked
SP-00398,enklave-salido.docx,,398,Normal,jenis kedua: 293 lb.,researcher_docx,not_checked
SP-00399,enklave-salido.docx,,399,Normal,Dari Suijderwerck telah diserahkan:,researcher_docx,not_checked
SP-00400,enklave-salido.docx,,400,Normal,329 lb.,researcher_docx,not_checked
SP-00401,enklave-salido.docx,,401,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00402,enklave-salido.docx,,402,Normal,680 lb bijih,researcher_docx,not_checked
SP-00403,enklave-salido.docx,,403,Normal,"Menurut pengujian Johan Hoffman, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00404,enklave-salido.docx,,404,Normal,11 m:r 5 l:t 9 g:r,researcher_docx,not_checked
SP-00405,enklave-salido.docx,,405,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00406,enklave-salido.docx,,406,Normal,ƒ462:6:12,researcher_docx,not_checked
SP-00407,enklave-salido.docx,,407,Normal,"Menurut pengujian dan kalkulasi Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00408,enklave-salido.docx,,408,Normal,11 m:r 8 l:t 9 g:r,researcher_docx,not_checked
SP-00409,enklave-salido.docx,,409,Normal,Nilainya dalam uang dalam hasil ekstraksi hanya terbaca:,researcher_docx,not_checked
SP-00410,enklave-salido.docx,,410,Normal,ƒ459 [...],researcher_docx,not_checked
SP-00411,enklave-salido.docx,,411,Normal,Hal tersebut ditunjukkan oleh laporan-laporan assay Nomor 3 dan 4.,researcher_docx,not_checked
SP-00413,enklave-salido.docx,,413,Normal,"Selama bulan Februari yang telah berakhir, dengan catatan bahwa pekerjaan di Oude Mijne baru dihitung sejak tanggal 18 sampai 28 Februari, sedangkan pekerjaan di Suijderwerck dan Princestolle dihitung untuk seluruh bulan, telah dilakukan:",researcher_docx,not_checked
SP-00414,enklave-salido.docx,,414,Normal,453 schoten,researcher_docx,not_checked
SP-00415,enklave-salido.docx,,415,Normal,Jumlah bijih yang diserahkan:,researcher_docx,not_checked
SP-00416,enklave-salido.docx,,416,Normal,1.890 lb,researcher_docx,not_checked
SP-00417,enklave-salido.docx,,417,Normal,"Menurut pengujian dan kalkulasi Johan Hoffman, emas dan perak yang diperoleh berjumlah:",researcher_docx,not_checked
SP-00418,enklave-salido.docx,,418,Normal,[kemungkinan 23] m:r 6 l:t 6 g:r,researcher_docx,not_checked
SP-00419,enklave-salido.docx,,419,Normal,Nilai tunainya:,researcher_docx,not_checked
SP-00420,enklave-salido.docx,,420,Normal,ƒ906:17:1,researcher_docx,not_checked
SP-00421,enklave-salido.docx,,421,Normal,"Menurut perhitungan Johan Willem Vogel, hasil seluruh bulan Februari berjumlah:",researcher_docx,not_checked
SP-00422,enklave-salido.docx,,422,Normal,23 m:r 8 l:t [angka g:r tidak terbaca],researcher_docx,not_checked
SP-00423,enklave-salido.docx,,423,Normal,Nilai tunainya:,researcher_docx,not_checked
SP-00424,enklave-salido.docx,,424,Normal,ƒ885:16:7,researcher_docx,not_checked
SP-00425,enklave-salido.docx,,425,Normal,Catatan angka,researcher_docx,not_checked
SP-00426,enklave-salido.docx,,426,Normal,Hasil ekstraksi pada perhitungan Hoffman berbunyi:,researcher_docx,not_checked
SP-00427,enklave-salido.docx,,427,Normal,2e m:r 6 l:t 6 g:r,researcher_docx,not_checked
SP-00428,enklave-salido.docx,,428,Normal,"Kemungkinan terdapat angka 3 yang salah terbaca sebagai e, sehingga bentuknya mungkin 23 m:r 6 l:t 6 g:r. Namun, angka tersebut tidak boleh ditetapkan secara definitif tanpa citra manuskrip.",researcher_docx,not_checked
SP-00430,enklave-salido.docx,,430,Normal,"Pada tanggal 2 Maret, saya mengutus Johan Pleijtner, Markscheider, bersama Elias Hesse, berghschrijver, untuk berangkat menuju Padang.",researcher_docx,not_checked
SP-00431,enklave-salido.docx,,431,Normal,"Tujuannya adalah untuk meminta keterangan mengenai tambang emas Bayang dan Troesang, apabila telah diputuskan bahwa tambang-tambang tersebut akan diperiksa oleh Tuan Commandeur.",researcher_docx,not_checked
SP-00432,enklave-salido.docx,,432,Normal,Mereka kembali pada tanggal 7 Maret dengan jawaban bahwa Tuan Commandeur sendiri akan datang ke tempat ini dalam waktu:,researcher_docx,not_checked
SP-00433,enklave-salido.docx,,433,Normal,3 sampai 9 hari,researcher_docx,not_checked
SP-00434,enklave-salido.docx,,434,Normal,dan selanjutnya akan menyelesaikan persoalan tersebut secara lisan.,researcher_docx,not_checked
SP-00435,enklave-salido.docx,,435,Normal,"Pada hari kesepuluh minggu tersebut, pekerjaan penyanggaan atau pertukangan kayu pada Suijderschacht juga telah selesai.",researcher_docx,not_checked
SP-00436,enklave-salido.docx,,436,Normal,Pekerjaan tanggal 2 sampai 7 Maret,researcher_docx,not_checked
SP-00437,enklave-salido.docx,,437,Normal,Selama tanggal 2 sampai 7 Maret telah dilakukan:,researcher_docx,not_checked
SP-00438,enklave-salido.docx,,438,Normal,di Oude Mijne: 160 schoten;,researcher_docx,not_checked
SP-00439,enklave-salido.docx,,439,Normal,di Z:L:W: daggang: 36 schoten;,researcher_docx,not_checked
SP-00440,enklave-salido.docx,,440,Normal,di Princestolle: 28 schoten.,researcher_docx,not_checked
SP-00441,enklave-salido.docx,,441,Normal,Bijih yang dihasilkan,researcher_docx,not_checked
SP-00442,enklave-salido.docx,,442,Normal,Dari Oude Mijne:,researcher_docx,not_checked
SP-00443,enklave-salido.docx,,443,Normal,jenis pertama: 55 lb;,researcher_docx,not_checked
SP-00444,enklave-salido.docx,,444,Normal,jenis kedua: 405 lb.,researcher_docx,not_checked
SP-00445,enklave-salido.docx,,445,Normal,Jumlah dari Oude Mijne:,researcher_docx,not_checked
SP-00446,enklave-salido.docx,,446,Normal,460 lb,researcher_docx,not_checked
SP-00447,enklave-salido.docx,,447,Normal,Dari Suijderwerck:,researcher_docx,not_checked
SP-00448,enklave-salido.docx,,448,Normal,425 lb,researcher_docx,not_checked
SP-00449,enklave-salido.docx,,449,Normal,Jumlah seluruhnya:,researcher_docx,not_checked
SP-00450,enklave-salido.docx,,450,Normal,885 lb bijih,researcher_docx,not_checked
SP-00451,enklave-salido.docx,,451,Normal,"Menurut pengujian Johan Hoffman, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00452,enklave-salido.docx,,452,Normal,10 m:r 4 l:t 5 g:r,researcher_docx,not_checked
SP-00453,enklave-salido.docx,,453,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00454,enklave-salido.docx,,454,Normal,ƒ905:12:11,researcher_docx,not_checked
SP-00455,enklave-salido.docx,,455,Normal,"Menurut kalkulasi Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00456,enklave-salido.docx,,456,Normal,10 m:r 5 l:t 0 g:r,researcher_docx,not_checked
SP-00457,enklave-salido.docx,,457,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00458,enklave-salido.docx,,458,Normal,ƒ412:6:14,researcher_docx,not_checked
SP-00459,enklave-salido.docx,,459,Normal,"Hal tersebut ditunjukkan oleh laporan-laporan assay yang telah berkali-kali disebutkan, Nomor 3 dan 4.",researcher_docx,not_checked
SP-00460,enklave-salido.docx,,460,Normal,Anomali nilai,researcher_docx,not_checked
SP-00461,enklave-salido.docx,,461,Normal,"Angka ƒ905:12:11 untuk hasil Hoffman tampak tidak sebanding dengan kandungan 10 m:r 4 l:t 5 g:r, khususnya jika dibandingkan dengan hasil Vogel senilai ƒ412:6:14 dan angka-angka pekan lain. Sangat mungkin digit pertama nilai Hoffman salah terbaca, mungkin bukan 9. Karena naskah hasil ekstraksi secara eksplisit memberikan ƒ905:12:11, angka itu tetap dipertahankan sambil ditandai untuk pemeriksaan citra.",researcher_docx,not_checked
SP-00462,enklave-salido.docx,,462,Normal,"Pada tanggal 12 Maret, dengan kapal Middelburgh, dikirimkan kepada Pemerintahan Tinggi suatu laporan singkat mengenai urusan pertambangan, bersama pertimbangan atau judicium saya sejauh yang pada waktu itu dapat dilakukan.",researcher_docx,not_checked
SP-00463,enklave-salido.docx,,463,Normal,"Demikian pula, pada tanggal 13 Maret, saya mendengarkan pendapat seluruh Oppersteijgers. Pendapat-pendapat tersebut dicatat oleh berghschrijver, sebagaimana ditunjukkan dalam Lampiran Nomor 9.",researcher_docx,not_checked
SP-00464,enklave-salido.docx,,464,Normal,"Pada Sabtu, 14 Maret, tambang diperiksa oleh Johan Pleijtner.",researcher_docx,not_checked
SP-00465,enklave-salido.docx,,465,Normal,Pekerjaan minggu itu,researcher_docx,not_checked
SP-00466,enklave-salido.docx,,466,Normal,di Oude Mijne: 160 schoten;,researcher_docx,not_checked
SP-00467,enklave-salido.docx,,467,Normal,di H:H:W: daggang: 44 schoten;,researcher_docx,not_checked
SP-00468,enklave-salido.docx,,468,Normal,di Princestolle: 36 schoten.,researcher_docx,not_checked
SP-00469,enklave-salido.docx,,469,Normal,Bijih tanggal 9 sampai 14 Maret,researcher_docx,not_checked
SP-00470,enklave-salido.docx,,470,Normal,Dari Oude Mijne:,researcher_docx,not_checked
SP-00471,enklave-salido.docx,,471,Normal,jenis pertama: 69 lb;,researcher_docx,not_checked
SP-00472,enklave-salido.docx,,472,Normal,jenis kedua: 487 lb.,researcher_docx,not_checked
SP-00473,enklave-salido.docx,,473,Normal,Jumlah dari Oude Mijne:,researcher_docx,not_checked
SP-00474,enklave-salido.docx,,474,Normal,556 lb,researcher_docx,not_checked
SP-00475,enklave-salido.docx,,475,Normal,Dari Suijderwerck:,researcher_docx,not_checked
SP-00476,enklave-salido.docx,,476,Normal,531 lb,researcher_docx,not_checked
SP-00477,enklave-salido.docx,,477,Normal,Hasil ekstraksi mencatat total:,researcher_docx,not_checked
SP-00478,enklave-salido.docx,,478,Normal,1.017 lb bijih,researcher_docx,not_checked
SP-00479,enklave-salido.docx,,479,Normal,"Namun, penjumlahan matematisnya adalah:",researcher_docx,not_checked
SP-00480,enklave-salido.docx,,480,Normal,556 + 531 = 1.087 lb,researcher_docx,not_checked
SP-00481,enklave-salido.docx,,481,Normal,"Jadi, terdapat ketidaksesuaian antara rincian dan total naskah hasil ekstraksi. Angka 1.017 lb tidak boleh langsung dikoreksi menjadi 1.087 tanpa melihat manuskrip, karena salah satu angka rinci juga mungkin mengalami kesalahan pembacaan.",researcher_docx,not_checked
SP-00482,enklave-salido.docx,,482,Normal,"Menurut pengujian Johan Hoffman, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00483,enklave-salido.docx,,483,Normal,11 m:r [angka l:t tidak terbaca] 0 g:r,researcher_docx,not_checked
SP-00484,enklave-salido.docx,,484,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00485,enklave-salido.docx,,485,Normal,ƒ468:12:13,researcher_docx,not_checked
SP-00486,enklave-salido.docx,,486,Normal,"Menurut pengujian dan kalkulasi Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00487,enklave-salido.docx,,487,Normal,10 m:r 15 l:t 6 g:r,researcher_docx,not_checked
SP-00488,enklave-salido.docx,,488,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00489,enklave-salido.docx,,489,Normal,ƒ467:0:15,researcher_docx,not_checked
SP-00490,enklave-salido.docx,,490,Normal,Hal tersebut ditunjukkan oleh laporan-laporan assay Nomor 3 dan 5.,researcher_docx,not_checked
SP-00491,enklave-salido.docx,,491,Normal,"Pada minggu berikutnya dalam bulan Maret, pada tanggal [angka tanggal dalam ekstraksi terbaca 2, tetapi urutan kronologisnya tidak sesuai], tambang kembali diperiksa oleh Johan Pleijtner.",researcher_docx,not_checked
SP-00492,enklave-salido.docx,,492,Normal,"Pada saat yang sama, Princestolle diukur atau ditarik garis ukurannya. Ditemukan bahwa lorong tersebut masih harus diteruskan dalam panjangnya sejauh:",researcher_docx,not_checked
SP-00493,enklave-salido.docx,,493,Normal,5⅜ lachter,researcher_docx,not_checked
SP-00494,enklave-salido.docx,,494,Normal,Pekerjaan minggu tersebut,researcher_docx,not_checked
SP-00495,enklave-salido.docx,,495,Normal,di Oude Mijne: 164 schoten;,researcher_docx,not_checked
SP-00496,enklave-salido.docx,,496,Normal,di Z:Z:W: daggang: 48 schoten;,researcher_docx,not_checked
SP-00497,enklave-salido.docx,,497,Normal,di Princestolle: 32 schoten.,researcher_docx,not_checked
SP-00498,enklave-salido.docx,,498,Normal,Bijih,researcher_docx,not_checked
SP-00499,enklave-salido.docx,,499,Normal,Dari Oude Mijne:,researcher_docx,not_checked
SP-00500,enklave-salido.docx,,500,Normal,jenis pertama: 109 lb;,researcher_docx,not_checked
SP-00501,enklave-salido.docx,,501,Normal,jenis kedua: 529 lb.,researcher_docx,not_checked
SP-00502,enklave-salido.docx,,502,Normal,Dari Suijderwerck:,researcher_docx,not_checked
SP-00503,enklave-salido.docx,,503,Normal,558 lb,researcher_docx,not_checked
SP-00504,enklave-salido.docx,,504,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00505,enklave-salido.docx,,505,Normal,1.196 lb bijih,researcher_docx,not_checked
SP-00506,enklave-salido.docx,,506,Normal,Angka ini konsisten:,researcher_docx,not_checked
SP-00507,enklave-salido.docx,,507,Normal,109 + 529 + 558 = 1.196 lb,researcher_docx,not_checked
SP-00508,enklave-salido.docx,,508,Normal,"Menurut pengujian Johan Hoffman, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00509,enklave-salido.docx,,509,Normal,15 m:r 12 l:t 11 g:r,researcher_docx,not_checked
SP-00510,enklave-salido.docx,,510,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00511,enklave-salido.docx,,511,Normal,ƒ538:19:10,researcher_docx,not_checked
SP-00512,enklave-salido.docx,,512,Normal,"Menurut kalkulasi Johan Willem Vogel, kandungan emas dan peraknya dalam ekstraksi terbaca:",researcher_docx,not_checked
SP-00513,enklave-salido.docx,,513,Normal,6 m:r 6 l:t [angka g:r tidak terbaca],researcher_docx,not_checked
SP-00514,enklave-salido.docx,,514,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00515,enklave-salido.docx,,515,Normal,ƒ551:5:7,researcher_docx,not_checked
SP-00516,enklave-salido.docx,,516,Normal,"Hal tersebut ditunjukkan oleh laporan-laporan assay terlampir, Nomor 6 dan 7.",researcher_docx,not_checked
SP-00517,enklave-salido.docx,,517,Normal,Ketidakselarasan hasil Vogel,researcher_docx,not_checked
SP-00518,enklave-salido.docx,,518,Normal,"Kandungan 6 m:r 6 l:t tidak tampak sebanding dengan nilai ƒ551:5:7, bahkan nilai itu lebih tinggi daripada nilai Hoffman untuk 15 m:r 12 l:t 11 g:r. Kemungkinan angka awalnya bukan 6, melainkan 16, atau terjadi kehilangan digit lain. Bentuk hasil ekstraksi tidak boleh dinormalisasi tanpa pemeriksaan citra.",researcher_docx,not_checked
SP-00519,enklave-salido.docx,,519,Normal,"Pada minggu keempat bulan Maret, dari tanggal 22 sampai 28 Maret, tidak terjadi sesuatu yang patut dicatat. Tambang diperiksa oleh Johan Pleijtner.",researcher_docx,not_checked
SP-00520,enklave-salido.docx,,520,Normal,Pada minggu tersebut dilakukan:,researcher_docx,not_checked
SP-00521,enklave-salido.docx,,521,Normal,di Oude Mijne: 160 schoten;,researcher_docx,not_checked
SP-00522,enklave-salido.docx,,522,Normal,di Z:Z:W: daggang: 40 schoten;,researcher_docx,not_checked
SP-00523,enklave-salido.docx,,523,Normal,di Princestolle: 28 schoten.,researcher_docx,not_checked
SP-00524,enklave-salido.docx,,524,Normal,Bijih,researcher_docx,not_checked
SP-00525,enklave-salido.docx,,525,Normal,Dari Oude Mijne:,researcher_docx,not_checked
SP-00526,enklave-salido.docx,,526,Normal,jenis pertama: 34 lb;,researcher_docx,not_checked
SP-00527,enklave-salido.docx,,527,Normal,jenis kedua: 368 lb.,researcher_docx,not_checked
SP-00528,enklave-salido.docx,,528,Normal,Jumlah Oude Mijne:,researcher_docx,not_checked
SP-00529,enklave-salido.docx,,529,Normal,402 lb,researcher_docx,not_checked
SP-00530,enklave-salido.docx,,530,Normal,Dari Suijderwerck:,researcher_docx,not_checked
SP-00531,enklave-salido.docx,,531,Normal,533 lb,researcher_docx,not_checked
SP-00532,enklave-salido.docx,,532,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00533,enklave-salido.docx,,533,Normal,935 lb bijih,researcher_docx,not_checked
SP-00534,enklave-salido.docx,,534,Normal,Angka ini konsisten:,researcher_docx,not_checked
SP-00535,enklave-salido.docx,,535,Normal,402 + 533 = 935 lb,researcher_docx,not_checked
SP-00536,enklave-salido.docx,,536,Normal,"Menurut pengujian dan kalkulasi Johan Hoffman, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00537,enklave-salido.docx,,537,Normal,17 m:r 2 l:t 13 g:r,researcher_docx,not_checked
SP-00538,enklave-salido.docx,,538,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00539,enklave-salido.docx,,539,Normal,ƒ782:3:[angka akhir tidak terbaca],researcher_docx,not_checked
SP-00540,enklave-salido.docx,,540,Normal,"Menurut pengujian dan kalkulasi Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00541,enklave-salido.docx,,541,Normal,15 m:r 15 l:t 9 g:r,researcher_docx,not_checked
SP-00542,enklave-salido.docx,,542,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00543,enklave-salido.docx,,543,Normal,ƒ753:5:8,researcher_docx,not_checked
SP-00544,enklave-salido.docx,,544,Normal,Hal tersebut ditunjukkan oleh laporan assay terlampir Nomor 8.,researcher_docx,not_checked
SP-00545,enklave-salido.docx,,545,Normal,Selama bulan Maret yang telah berakhir telah dilakukan:,researcher_docx,not_checked
SP-00546,enklave-salido.docx,,546,Normal,di Oude Mijne: 644 schoten;,researcher_docx,not_checked
SP-00547,enklave-salido.docx,,547,Normal,di Suijderwerck: 168 schoten;,researcher_docx,not_checked
SP-00548,enklave-salido.docx,,548,Normal,di Princestolle: 124 schoten.,researcher_docx,not_checked
SP-00549,enklave-salido.docx,,549,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00550,enklave-salido.docx,,550,Normal,936 schoten,researcher_docx,not_checked
SP-00551,enklave-salido.docx,,551,Normal,Angka ini konsisten:,researcher_docx,not_checked
SP-00552,enklave-salido.docx,,552,Normal,644 + 168 + 124 = 936 schoten,researcher_docx,not_checked
SP-00553,enklave-salido.docx,,553,Normal,Jumlah bijih yang diserahkan selama bulan Maret:,researcher_docx,not_checked
SP-00554,enklave-salido.docx,,554,Normal,dari Oude Mijne: 2.056 lb;,researcher_docx,not_checked
SP-00555,enklave-salido.docx,,555,Normal,dari Suijderwerck: 2.047 lb.,researcher_docx,not_checked
SP-00556,enklave-salido.docx,,556,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00557,enklave-salido.docx,,557,Normal,4.103 lb bijih,researcher_docx,not_checked
SP-00558,enklave-salido.docx,,558,Normal,Angka ini juga konsisten:,researcher_docx,not_checked
SP-00559,enklave-salido.docx,,559,Normal,2.056 + 2.047 = 4.103 lb,researcher_docx,not_checked
SP-00560,enklave-salido.docx,,560,Normal,"Menurut pengujian dan kalkulasi Johan Hoffman, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00561,enklave-salido.docx,,561,Normal,54 m:r 3 l:t 11 g:r,researcher_docx,not_checked
SP-00562,enklave-salido.docx,,562,Normal,Jika diperhitungkan dalam uang:,researcher_docx,not_checked
SP-00563,enklave-salido.docx,,563,Normal,ƒ2.195:8:6,researcher_docx,not_checked
SP-00564,enklave-salido.docx,,564,Normal,"Menurut pengujian dan kalkulasi Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00565,enklave-salido.docx,,565,Normal,53 m:r 9 l:t 15 g:r,researcher_docx,not_checked
SP-00566,enklave-salido.docx,,566,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00567,enklave-salido.docx,,567,Normal,ƒ2.184:13:12,researcher_docx,not_checked
SP-00568,enklave-salido.docx,,568,Normal,Selisih nilai kedua hasil assay:,researcher_docx,not_checked
SP-00569,enklave-salido.docx,,569,Normal,ƒ10:14:10,researcher_docx,not_checked
SP-00571,enklave-salido.docx,,571,Normal,"Selama pekan bulan April dari tanggal 29 Maret sampai 4 April, juga tidak terjadi sesuatu yang patut dicatat.",researcher_docx,not_checked
SP-00572,enklave-salido.docx,,572,Normal,Pada minggu tersebut telah dilakukan:,researcher_docx,not_checked
SP-00573,enklave-salido.docx,,573,Normal,di Oude Mijne: 162 schoten;,researcher_docx,not_checked
SP-00574,enklave-salido.docx,,574,Normal,di C:E:W: daggang: 36 schoten;,researcher_docx,not_checked
SP-00575,enklave-salido.docx,,575,Normal,di Princestolle: 18 schoten.,researcher_docx,not_checked
SP-00576,enklave-salido.docx,,576,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00577,enklave-salido.docx,,577,Normal,216 schoten,researcher_docx,not_checked
SP-00578,enklave-salido.docx,,578,Normal,Angka ini konsisten:,researcher_docx,not_checked
SP-00579,enklave-salido.docx,,579,Normal,162 + 36 + 18 = 216 schoten,researcher_docx,not_checked
SP-00580,enklave-salido.docx,,580,Normal,Bijih yang diserahkan,researcher_docx,not_checked
SP-00581,enklave-salido.docx,,581,Normal,Dari Oude Mijne:,researcher_docx,not_checked
SP-00582,enklave-salido.docx,,582,Normal,jenis pertama: 28 lb;,researcher_docx,not_checked
SP-00583,enklave-salido.docx,,583,Normal,jenis kedua: 332 lb.,researcher_docx,not_checked
SP-00584,enklave-salido.docx,,584,Normal,Jumlah Oude Mijne:,researcher_docx,not_checked
SP-00585,enklave-salido.docx,,585,Normal,360 lb,researcher_docx,not_checked
SP-00586,enklave-salido.docx,,586,Normal,Dari Suijderwerck:,researcher_docx,not_checked
SP-00587,enklave-salido.docx,,587,Normal,541 lb,researcher_docx,not_checked
SP-00588,enklave-salido.docx,,588,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00589,enklave-salido.docx,,589,Normal,901 lb bijih,researcher_docx,not_checked
SP-00590,enklave-salido.docx,,590,Normal,Angka ini konsisten:,researcher_docx,not_checked
SP-00591,enklave-salido.docx,,591,Normal,360 + 541 = 901 lb,researcher_docx,not_checked
SP-00592,enklave-salido.docx,,592,Normal,"Bijih yang sebelumnya disebutkan berjumlah 901 pon itu, berdasarkan pengujian dan perhitungan yang dibuat oleh Johan Hoffman, mengandung perak dan emas sebanyak:",researcher_docx,not_checked
SP-00593,enklave-salido.docx,,593,Normal,"16 m:r, 0 l:t, 5 g:r",researcher_docx,not_checked
SP-00594,enklave-salido.docx,,594,Normal,"Jika diperhitungkan dalam uang, nilainya adalah:",researcher_docx,not_checked
SP-00595,enklave-salido.docx,,595,Normal,ƒ709:–:8,researcher_docx,not_checked
SP-00596,enklave-salido.docx,,596,Normal,"Menurut pengujian dan perhitungan Johan Willem Vogel, kandungan perak dan emasnya berjumlah:",researcher_docx,not_checked
SP-00597,enklave-salido.docx,,597,Normal,"15 m:r, 1 l:t, 4 g:r",researcher_docx,not_checked
SP-00598,enklave-salido.docx,,598,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00599,enklave-salido.docx,,599,Normal,ƒ691:9:11,researcher_docx,not_checked
SP-00600,enklave-salido.docx,,600,Normal,"Hal tersebut ditunjukkan oleh laporan assay terlampir, Nomor 10.",researcher_docx,not_checked
SP-00602,enklave-salido.docx,,602,Normal,"Pada tanggal 6 April, sebuah querslag dibuat di dalam Oude Stolle, menuju sisi hangende. Tujuannya adalah agar melalui bukaan tersebut para pekerja dapat mencapai bijih.",researcher_docx,not_checked
SP-00603,enklave-salido.docx,,603,Normal,"Namun, yang ditemukan adalah suatu doorsneden veld atau pekerjaan tambang Melayu lama, dan di sana tidak terdapat bijih.",researcher_docx,not_checked
SP-00604,enklave-salido.docx,,604,Normal,Jumlah pekerjaan,researcher_docx,not_checked
SP-00605,enklave-salido.docx,,605,Normal,"Selama tanggal 5 sampai 11 April, dilakukan:",researcher_docx,not_checked
SP-00606,enklave-salido.docx,,606,Normal,di Oude Mijne: 162 schoten;,researcher_docx,not_checked
SP-00607,enklave-salido.docx,,607,Normal,di [Z:Z:W:] daggang: 40 schoten;,researcher_docx,not_checked
SP-00608,enklave-salido.docx,,608,Normal,di Princestolle: 23 schoten.,researcher_docx,not_checked
SP-00609,enklave-salido.docx,,609,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00610,enklave-salido.docx,,610,Normal,225 schoten,researcher_docx,not_checked
SP-00611,enklave-salido.docx,,611,Normal,Bijih yang dihasilkan,researcher_docx,not_checked
SP-00612,enklave-salido.docx,,612,Normal,Dari Oude Mijne pada pekan tersebut diserahkan:,researcher_docx,not_checked
SP-00613,enklave-salido.docx,,613,Normal,bijih jenis pertama: 17 lb;,researcher_docx,not_checked
SP-00614,enklave-salido.docx,,614,Normal,bijih jenis kedua: 334 lb.,researcher_docx,not_checked
SP-00615,enklave-salido.docx,,615,Normal,Jumlah dari Oude Mijne:,researcher_docx,not_checked
SP-00616,enklave-salido.docx,,616,Normal,351 lb,researcher_docx,not_checked
SP-00617,enklave-salido.docx,,617,Normal,Dari Suijderwerck:,researcher_docx,not_checked
